imdbID,title,year,rating,genre,released,director,writer,cast,metacritic,imdbRating,imdbVotes,poster,language,country,lastupdated,type
119173,G.I. Jane,1997,R,"Action, Drama",8/22/1997,Ridley Scott,"Danielle Alexandra (story), David Twohy (screenplay), Danielle Alexandra (screenplay)","Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe",62.0,5.8,57228.0,https://m.media-amazon.com/images/M/MV5BMTUxNDY0ODY5MV5BMl5BanBnXkFtZTcwNjM5MzkxMQ@@._V1_SX300.jpg,English,"USA, UK",13:55.6,movie
119177,Gattaca,1997,PG-13,"Drama, Sci-Fi, Thriller",10/24/1997,Andrew Niccol,Andrew Niccol,"Ethan Hawke, Uma Thurman, Gore Vidal, Xander Berkeley",64.0,7.8,201284.0,https://m.media-amazon.com/images/M/MV5BNzQxMzU3OTQwNF5BMl5BanBnXkFtZTYwNDUyNTE5._V1_SX300.jpg,"English, Esperanto",USA,16:31.8,movie
119196,The Gingerbread Man,1998,R,Thriller,1/23/1998,Robert Altman,"John Grisham (story), Clyde Hayes (screenplay)","Kenneth Branagh, Embeth Davidtz, Robert Downey Jr., Daryl Hannah",65.0,5.7,8973.0,https://m.media-amazon.com/images/M/MV5BMTQ1NTg5ODg3NV5BMl5BanBnXkFtZTcwNTUwODgxMQ@@._V1_SX300.jpg,English,USA,43:43.9,movie
119190,George of the Jungle,1997,PG,"Action, Adventure, Comedy",7/16/1997,Sam Weisman,"Jay Ward (characters), Dana Olsen (story), Dana Olsen (screenplay), Audrey Wells (screenplay)","Brendan Fraser, Leslie Mann, Thomas Haden Church, Richard Roundtree",53.0,5.4,52179.0,https://m.media-amazon.com/images/M/MV5BMTUxNjQ2NjA1OV5BMl5BanBnXkFtZTcwMDAyMTYyMQ@@._V1_SX300.jpg,"English, Spanish",USA,48:06.1,movie
119217,Good Will Hunting,1997,R,Drama,1/9/1998,Gus Van Sant,"Matt Damon, Ben Affleck","Matt Damon, Robin Williams, Ben Affleck, Stellan Skarsgerd",70.0,8.3,535994.0,https://m.media-amazon.com/images/M/MV5BMTk0NjY0Mzg5MF5BMl5BanBnXkFtZTcwNzM1OTM2MQ@@._V1_SX300.jpg,English,USA,36:48.3,movie
119223,Great Expectations,1998,R,"Drama, Romance",1/30/1998,Alfonso Cuaren,"Charles Dickens (novel), Mitch Glazer (screenplay)","Ethan Hawke, Gwyneth Paltrow, Hank Azaria, Chris Cooper",55.0,6.8,41101.0,https://m.media-amazon.com/images/M/MV5BMTQ0NzI4MTg3NF5BMl5BanBnXkFtZTcwOTM1NDAyMQ@@._V1_SX300.jpg,"English, French",USA,27:26.7,movie
119237,Gummo,1997,R,Drama,11/24/1997,Harmony Korine,Harmony Korine,"Jacob Sewell, Nick Sutton, Lara Tosh, Jacob Reynolds",19.0,6.6,22457.0,https://m.media-amazon.com/images/M/MV5BMTQ1NjE4NTU4N15BMl5BanBnXkFtZTgwODkwMDg3NjE@._V1_SX300.jpg,English,USA,04:50.2,movie
119256,Hard Eight,1996,R,"Crime, Drama",2/28/1997,Paul Thomas Anderson,Paul Thomas Anderson,"Philip Baker Hall, John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson",78.0,7.3,25983.0,https://m.media-amazon.com/images/M/MV5BODYwMjU0OTYyMF5BMl5BanBnXkFtZTcwMDg5MDgxMQ@@._V1_SX300.jpg,English,USA,32:19.2,movie
119229,Grosse Pointe Blank,1997,R,"Comedy, Crime, Romance",4/11/1997,George Armitage,"Tom Jankiewicz (story), Tom Jankiewicz (screenplay), D.V. DeVincentis (screenplay), Steve Pink (screenplay), John Cusack (screenplay)","John Cusack, Minnie Driver, Alan Arkin, Dan Aykroyd",76.0,7.4,70021.0,https://m.media-amazon.com/images/M/MV5BMjA5MzMwMjE4OV5BMl5BanBnXkFtZTgwMTcwNTcxMTE@._V1_SX300.jpg,English,USA,02:18.2,movie
119280,Mrs Brown,1997,PG,"Biography, Drama, History",7/18/1997,John Madden,Jeremy Brock,"Judi Dench, Billy Connolly, Geoffrey Palmer, Antony Sher",71.0,7.3,10496.0,https://m.media-amazon.com/images/M/MV5BMTYxMzkwMDc5M15BMl5BanBnXkFtZTcwNzM3NDkxMQ@@._V1_SX300.jpg,English,"UK, Ireland, USA",12:40.9,movie
119304,Home Fries,1998,PG-13,"Comedy, Romance, Drama",11/25/1998,Dean Parisot,Vince Gilligan,"Drew Barrymore, Catherine O'Hara, Luke Wilson, Jake Busey",45.0,5.0,6954.0,https://m.media-amazon.com/images/M/MV5BMTIyMzA4ODMzNV5BMl5BanBnXkFtZTcwMDI0MTIyMQ@@._V1_SX300.jpg,English,USA,36:15.2,movie
119313,Hope Floats,1998,PG-13,"Drama, Romance",5/29/1998,Forest Whitaker,Steven Rogers,"Sandra Bullock, Harry Connick Jr., Gena Rowlands, Mae Whitman",42.0,5.8,17717.0,https://m.media-amazon.com/images/M/MV5BMjE3MDc2OTk0OV5BMl5BanBnXkFtZTcwNzkzNDUyMQ@@._V1_SX300.jpg,English,USA,23:36.5,movie
119311,Hoodlum,1997,R,"Crime, Drama",8/27/1997,Bill Duke,Chris Brancato,"Laurence Fishburne, Tim Roth, Vanessa Williams, Andy Garcia",50.0,6.2,7731.0,https://m.media-amazon.com/images/M/MV5BMjA3OTQ0NjM0M15BMl5BanBnXkFtZTcwNTMzNjIyMQ@@._V1_SX300.jpg,English,USA,10:49.7,movie
119314,The Horse Whisperer,1998,PG-13,"Drama, Romance, Western",5/15/1998,Robert Redford,"Nick Evans (novel), Eric Roth (screenplay), Richard LaGravenese (screenplay)","Robert Redford, Kristin Scott Thomas, Sam Neill, Dianne Wiest",65.0,6.5,30662.0,https://m.media-amazon.com/images/M/MV5BMjAzNDM0OTc2N15BMl5BanBnXkFtZTYwOTYzMjg4._V1_SX300.jpg,English,USA,21:32.2,movie
119324,The House of Yes,1997,R,"Comedy, Drama",10/10/1997,Mark Waters,"Wendy MacLeod (play), Mark Waters (adaptation)","Parker Posey, Josh Hamilton, Tori Spelling, Freddie Prinze Jr.",54.0,6.7,6420.0,https://m.media-amazon.com/images/M/MV5BMTIxMjc4OTA0OF5BMl5BanBnXkFtZTcwNDkzOTYxMQ@@._V1_SX300.jpg,English,USA,37:11.6,movie
119349,The Ice Storm,1997,R,Drama,3/11/1998,Ang Lee,"Rick Moody (novel), James Schamus","Kevin Kline, Joan Allen, Sigourney Weaver, Henry Czerny",72.0,7.5,44564.0,https://m.media-amazon.com/images/M/MV5BOTI2MzgxNjIwOF5BMl5BanBnXkFtZTcwOTcxMzU1MQ@@._V1_SX300.jpg,English,"USA, France",48:58.3,movie
119345,I Know What You Did Last Summer,1997,R,"Horror, Mystery, Thriller",10/17/1997,Jim Gillespie,"Lois Duncan (novel), Kevin Williamson (screenplay)","Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, Freddie Prinze Jr.",52.0,5.6,98105.0,https://m.media-amazon.com/images/M/MV5BMjA3NTA2NzgxMF5BMl5BanBnXkFtZTcwMzI2NDU2MQ@@._V1_SX300.jpg,English,USA,11:46.9,movie
119381,Inventing the Abbotts,1997,R,"Drama, Romance",4/4/1997,Pat O'Connor,"Sue Miller (story), Ken Hixon (screenplay)","Joaquin Phoenix, Billy Crudup, Will Patton, Kathy Baker",49.0,6.4,9154.0,https://m.media-amazon.com/images/M/MV5BMTU2Mjk5MzEzMF5BMl5BanBnXkFtZTcwNzY4NzgxMQ@@._V1_SX300.jpg,English,USA,23:57.6,movie
119395,The Jackal,1997,R,"Action, Adventure, Crime",11/14/1997,Michael Caton-Jones,"Kenneth Ross (earlier screenplay Day of the Jackal), Chuck Pfarrer (screen story), Chuck Pfarrer (screenplay)","Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora",36.0,6.3,83141.0,https://m.media-amazon.com/images/M/MV5BMzcyMjk4NzUzMF5BMl5BanBnXkFtZTcwNjMzOTI1MQ@@._V1_SX300.jpg,"English, Russian","USA, UK, France, Germany, Japan",26:48.3,movie
119396,Jackie Brown,1997,R,"Crime, Drama, Thriller",12/25/1997,Quentin Tarantino,"Quentin Tarantino (written for the screen by), Elmore Leonard (novel)","Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda",64.0,7.5,217634.0,https://m.media-amazon.com/images/M/MV5BMzMxMzYzMDUyNV5BMl5BanBnXkFtZTgwMjI2Mzk5MDE@._V1_SX300.jpg,English,USA,44:36.7,movie
119361,In the Company of Men,1997,R,"Comedy, Drama",8/1/1997,Neil LaBute,"Neil LaBute (play), Neil LaBute (screenplay)","Aaron Eckhart, Stacy Edwards, Matt Malloy, Michael Martin",81.0,7.3,11209.0,https://m.media-amazon.com/images/M/MV5BMTA1NjYzMDg4NzheQTJeQWpwZ15BbWU3MDA3NTc5MzE@._V1_SX300.jpg,"English, American Sign Language","Canada, USA",56:14.0,movie
119465,"Kiss Me, Guido",1997,R,Comedy,7/18/1997,Tony Vitale,Tony Vitale,"Nick Scotti, Anthony Barrile, Anthony DeSando, Craig Chester",46.0,6.1,1764.0,https://m.media-amazon.com/images/M/MV5BMzMyNTE4Mjk4MF5BMl5BanBnXkFtZTcwNTMwMjEyMQ@@._V1_SX300.jpg,English,USA,54:29.2,movie
119468,Kiss the Girls,1997,R,"Crime, Drama, Mystery",10/3/1997,Gary Fleder,"James Patterson (novel), David Klass (screenplay)","Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur",46.0,6.6,46661.0,https://m.media-amazon.com/images/M/MV5BMTc4MTkwNzI5M15BMl5BanBnXkFtZTYwNjk5NjU5._V1_SX300.jpg,"English, Mandarin",USA,13:31.1,movie
119485,Kundun,1997,PG-13,"Biography, Drama, History",12/25/1997,Martin Scorsese,Melissa Mathison,"Tenzin Thuthob Tsarong, Gyurme Tethong, Tulku Jamyang Kunga Tenzin, Tenzin Yeshi Paichang",74.0,7.0,20568.0,https://m.media-amazon.com/images/M/MV5BMTg2NjM1MTI2Nl5BMl5BanBnXkFtZTgwMjA2MjgxMTE@._V1_SX300.jpg,"English, Tibetan, Mandarin",USA,52:25.8,movie
119488,L.A. Confidential,1997,R,"Crime, Drama, Mystery",9/19/1997,Curtis Hanson,"James Ellroy (novel), Brian Helgeland (screenplay), Curtis Hanson (screenplay)","Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell",90.0,8.3,379860.0,https://m.media-amazon.com/images/M/MV5BMTQ5MTU4MzQ5NF5BMl5BanBnXkFtZTcwMjY1OTM2MQ@@._V1_SX300.jpg,English,USA,14:46.7,movie
119360,In & Out,1997,PG-13,Comedy,9/19/1997,Frank Oz,Paul Rudnick,"Kevin Kline, Joan Cusack, Tom Selleck, Matt Dillon",70.0,6.3,30950.0,https://m.media-amazon.com/images/M/MV5BMTAzNTM2Njc4NzVeQTJeQWpwZ15BbWU4MDEwMjY0MTEx._V1_SX300.jpg,English,USA,06:29.5,movie
119528,Liar Liar,1997,PG-13,"Comedy, Fantasy",3/21/1997,Tom Shadyac,"Paul Guay, Stephen Mazur","Jim Carrey, Maura Tierney, Justin Cooper, Cary Elwes",68.0,6.8,200863.0,https://m.media-amazon.com/images/M/MV5BMjEzMzA3NzgwNF5BMl5BanBnXkFtZTcwNzQ4MDgyMQ@@._V1_SX300.jpg,English,USA,06:55.2,movie
119535,A Life Less Ordinary,1997,R,"Comedy, Crime, Fantasy",10/24/1997,Danny Boyle,John Hodge,"Holly Hunter, Delroy Lindo, Dan Hedaya, Cameron Diaz",35.0,6.4,28938.0,https://m.media-amazon.com/images/M/MV5BMTMyMTEzOTMxNF5BMl5BanBnXkFtZTYwNzYxMjE5._V1_SX300.jpg,English,"UK, USA",06:09.7,movie
119558,Lolita,1997,R,"Drama, Romance",9/25/1998,Adrian Lyne,"Vladimir Nabokov (novel), Stephen Schiff (screenplay)","Jeremy Irons, Melanie Griffith, Frank Langella, Dominique Swain",46.0,6.9,34072.0,https://m.media-amazon.com/images/M/MV5BMTkyMDY5NzM0NF5BMl5BanBnXkFtZTcwNjYzNzMyMQ@@._V1_SX300.jpg,English,"USA, France",39:32.4,movie
119567,The Lost World: Jurassic Park,1997,PG-13,"Action, Adventure, Sci-Fi",5/23/1997,Steven Spielberg,"Michael Crichton (novel), David Koepp (screenplay)","Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard",59.0,6.5,246558.0,https://m.media-amazon.com/images/M/MV5BMTYxNjY1NjE2OV5BMl5BanBnXkFtZTYwNzE0MDc4._V1_SX300.jpg,"English, Spanish",USA,15:41.8,movie
119517,Your Friends & Neighbors,1998,R,"Comedy, Drama",8/21/1998,Neil LaBute,Neil LaBute,"Amy Brenneman, Aaron Eckhart, Catherine Keener, Nastassja Kinski",70.0,6.4,6882.0,https://m.media-amazon.com/images/M/MV5BNzM0NDUwNDc5M15BMl5BanBnXkFtZTcwMjUyMjMyMQ@@._V1_SX300.jpg,English,USA,18:43.2,movie
119574,Love and Death on Long Island,1997,PG-13,"Comedy, Drama",3/6/1998,Richard Kwietniowski,"Gilbert Adair (novel), Richard Kwietniowski","John Hurt, Jason Priestley, Fiona Loewi, Sheila Hancock",80.0,7.1,3374.0,https://m.media-amazon.com/images/M/MV5BMTU0MDUwNjM3N15BMl5BanBnXkFtZTcwMjg0NTkxMQ@@._V1_SX300.jpg,English,"UK, Canada",13:05.2,movie
119578,Love! Valour! Compassion!,1997,R,"Comedy, Drama, Romance",5/16/1997,Joe Mantello,"Terrence McNally (play), Terrence McNally (screenplay)","Jason Alexander, Stephen Spinella, Stephen Bogardus, Randy Becker",59.0,7.0,2631.0,https://m.media-amazon.com/images/M/MV5BMzIwNDU1NDY3N15BMl5BanBnXkFtZTcwOTcxNzUyMQ@@._V1_SX300.jpg,English,USA,08:06.8,movie
119586,Lucie Aubrac,1997,R,"Biography, Drama, War",2/26/1997,Claude Berri,"Lucie Aubrac (book), Claude Berri","Carole Bouquet, Daniel Auteuil, Patrice Chereau, Eric Boucher",61.0,6.7,1032.0,https://m.media-amazon.com/images/M/MV5BMTU3NDY5NzI2OV5BMl5BanBnXkFtZTYwOTU2Nzg5._V1_SX300.jpg,French,France,26:38.9,movie
119592,Mad City,1997,PG-13,"Crime, Drama, Thriller",11/7/1997,Costa-Gavras,"Tom Matthews (screenplay), Tom Matthews (story), Eric Williams (story)","John Travolta, Dustin Hoffman, Mia Kirshner, Alan Alda",45.0,6.2,15913.0,https://m.media-amazon.com/images/M/MV5BMTg4MjQyMzk3N15BMl5BanBnXkFtZTcwMTQzNDgxMQ@@._V1_SX300.jpg,English,USA,37:45.6,movie
119512,Left Luggage,1998,UNRATED,Drama,3/30/1998,Jeroen Krabbe,"Carl Friedman (novel), Edwin de Vries","Laura Fraser, Adam Monty, Isabella Rossellini, Jeroen Krabbe",51.0,7.4,2485.0,https://m.media-amazon.com/images/M/MV5BMjA1OTc5OTYyOF5BMl5BanBnXkFtZTcwMDM0NDcxMQ@@._V1_SX300.jpg,"English, Hebrew, Yiddish","USA, Netherlands, Belgium, UK",53:52.2,movie
119614,Marcello Mastroianni: I Remember,1997,NOT RATED,"Documentary, Biography",9/12/2006,Anna Maria Tate,Anna Maria Tate,"Marcello Mastroianni, Renato Berta, Manoel de Oliveira, Diogo Deria",71.0,7.8,183.0,https://m.media-amazon.com/images/M/MV5BMTIwMzMxMjMyOV5BMl5BanBnXkFtZTcwMDM4MjEyMQ@@._V1_SX300.jpg,Italian,Italy,12:50.1,movie
119643,Meet Joe Black,1998,PG-13,"Drama, Fantasy, Romance",11/13/1998,Martin Brest,"Ron Osborn (screenplay), Jeff Reno (screenplay), Kevin Wade (screenplay), Bo Goldman (screenplay), Alberto Casella (play), Walter Ferris (play), Maxwell Anderson (earlier screenplay), Gladys Lehman (earlier screenplay)","Brad Pitt, Anthony Hopkins, Claire Forlani, Jake Weber",43.0,7.1,156870.0,https://m.media-amazon.com/images/M/MV5BMzc3MDYzNTg3NV5BMl5BanBnXkFtZTgwODUwODQxMTE@._V1_SX300.jpg,"English, Creole",USA,39:20.6,movie
119654,Men in Black,1997,PG-13,"Comedy, Sci-Fi",7/2/1997,Barry Sonnenfeld,"Lowell Cunningham (comic), Ed Solomon (screen story), Ed Solomon (screenplay)","Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio",71.0,7.2,363455.0,https://m.media-amazon.com/images/M/MV5BNzA2MzI5Nzc0N15BMl5BanBnXkFtZTcwODE2NDU2MQ@@._V1_SX300.jpg,"English, Spanish",USA,01:36.4,movie
119668,Midnight in the Garden of Good and Evil,1997,R,"Crime, Drama, Mystery",11/21/1997,Clint Eastwood,"John Berendt (book), John Lee Hancock (screenplay)","John Cusack, Kevin Spacey, Jack Thompson, Irma P. Hall",57.0,6.6,30318.0,https://m.media-amazon.com/images/M/MV5BMjA2ODcyODM3NF5BMl5BanBnXkFtZTcwMzg2OTk0OQ@@._V1_SX300.jpg,"English, French",USA,36:23.1,movie
119665,Metroland,1997,R,"Comedy, Drama",8/21/1998,Philip Saville,"Julian Barnes (novel), Adrian Hodges (screenplay)","Christian Bale, Emily Watson, Lee Ross, Elsa Zylberstein",53.0,6.4,2747.0,https://m.media-amazon.com/images/M/MV5BMTcxOTI5NjgxOV5BMl5BanBnXkFtZTcwMjE1OTMyMQ@@._V1_SX300.jpg,English,"Spain, France, UK",17:54.8,movie
119675,Mimic,1997,R,"Horror, Sci-Fi",8/22/1997,Guillermo del Toro,"Donald A. Wollheim (short story ""Mimic""), Matthew Robbins (screen story), Guillermo del Toro (screen story), Matthew Robbins (screenplay), Guillermo del Toro (screenplay)","Mira Sorvino, Jeremy Northam, Alexander Goodwin, Giancarlo Giannini",55.0,5.9,34304.0,https://m.media-amazon.com/images/M/MV5BMTg1MjUwMTg3OV5BMl5BanBnXkFtZTgwNzA2NDkyMTE@._V1_SX300.jpg,"English, Italian",USA,03:22.4,movie
119692,With Friends Like These...,1998,R,Comedy,9/10/1998,Philip Frank Messina,Philip Frank Messina,"Adam Arkin, David Strathairn, Jon Tenney, Robert Costanzo",54.0,5.9,478.0,https://m.media-amazon.com/images/M/MV5BMjE4MjI0MTAwMl5BMl5BanBnXkFtZTcwMTg3NDEyMQ@@._V1_SX300.jpg,English,USA,28:10.0,movie
119707,Mortal Kombat: Annihilation,1997,PG-13,"Action, Adventure, Fantasy",11/21/1997,John R. Leonetti,"Ed Boon (video games), Lawrence Kasanoff (story), Joshua Wexler (story), John Tobias (story), Brent V. Friedman (screenplay), Bryce Zabel (screenplay)","Robin Shou, Talisa Soto, James Remar, Sandra Hess",11.0,3.6,33938.0,https://m.media-amazon.com/images/M/MV5BMTI2OTYyNDk2N15BMl5BanBnXkFtZTcwMjczNTcxMQ@@._V1_SX300.jpg,English,USA,09:51.1,movie
119698,Princess Mononoke,1997,PG-13,"Animation, Adventure, Fantasy",7/12/1997,Hayao Miyazaki,Hayao Miyazaki,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John DiMaggio",76.0,8.4,194920.0,https://m.media-amazon.com/images/M/MV5BMjgzNTUwODQzN15BMl5BanBnXkFtZTcwMTc4ODE3OQ@@._V1_SX300.jpg,Japanese,Japan,44:47.1,movie
119717,Mr. Jealousy,1997,R,"Comedy, Romance",6/5/1998,Noah Baumbach,Noah Baumbach,"Eric Stoltz, Annabella Sciorra, Chris Eigeman, Carlos Jacott",61.0,6.5,1441.0,https://m.media-amazon.com/images/M/MV5BMTYzNTg4OTU1M15BMl5BanBnXkFtZTcwODM0NzkxMQ@@._V1_SX300.jpg,English,USA,41:57.8,movie
119715,Mousehunt,1997,PG,"Comedy, Family",12/19/1997,Gore Verbinski,Adam Rifkin,"Nathan Lane, Lee Evans, Vicki Lewis, Maury Chaykin",54.0,6.4,39000.0,https://m.media-amazon.com/images/M/MV5BMTk1MDExMTA5NF5BMl5BanBnXkFtZTcwOTMzNTIyMQ@@._V1_SX300.jpg,English,USA,00:26.9,movie
119731,Murder at 1600,1997,R,"Crime, Drama, Mystery",4/18/1997,Dwight H. Little,"Wayne Beach, David Hodgin","Wesley Snipes, Diane Lane, Daniel Benzali, Dennis Miller",47.0,6.0,22578.0,https://m.media-amazon.com/images/M/MV5BMTM1ODY4ODUwOV5BMl5BanBnXkFtZTcwNTc0MjUyMQ@@._V1_SX300.jpg,English,USA,26:47.1,movie
119746,The Myth of Fingerprints,1997,R,"Drama, Comedy",9/17/1997,Bart Freundlich,Bart Freundlich,"Randee Allen, Arija Bareikis, Justin Barreto, Chris Bauer",58.0,6.1,2146.0,https://m.media-amazon.com/images/M/MV5BMjAxNTUxMDcyMl5BMl5BanBnXkFtZTcwNDExNzcxMQ@@._V1_SX300.jpg,English,USA,38:03.6,movie
119738,My Best Friend's Wedding,1997,PG-13,"Comedy, Romance",6/20/1997,P.J. Hogan,Ronald Bass,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett",50.0,6.3,90676.0,https://m.media-amazon.com/images/M/MV5BNDI0ODY4NDQ1NV5BMl5BanBnXkFtZTcwMjcxNDIyMQ@@._V1_SX300.jpg,"English, French, Italian",USA,10:28.1,movie
119783,Night Falls on Manhattan,1996,R,"Crime, Drama",5/16/1997,Sidney Lumet,"Robert Daley (novel), Sidney Lumet (screenplay)","Andy Garcia, Ian Holm, James Gandolfini, Lena Olin",58.0,6.6,4847.0,https://m.media-amazon.com/images/M/MV5BMTIxOTAzNTk0MF5BMl5BanBnXkFtZTcwNjUwMDcyMQ@@._V1_SX300.jpg,English,USA,29:24.0,movie
119778,Next Stop Wonderland,1998,R,"Comedy, Drama, Romance",8/21/1998,Brad Anderson,"Brad Anderson, Lyn Vaus","Hope Davis, Philip Seymour Hoffman, Callie Thorne, Ken Cheeseman",71.0,6.7,4059.0,https://m.media-amazon.com/images/M/MV5BMTY0MTA4NzQ1OF5BMl5BanBnXkFtZTcwOTE5MTcxMQ@@._V1_SX300.jpg,English,USA,26:50.1,movie
119791,Nightwatch,1997,R,"Drama, Horror, Thriller",4/17/1998,Ole Bornedal,"Ole Bornedal (film Nattevagten), Ole Bornedal (screenplay), Steven Soderbergh (screenplay)","Ewan McGregor, Patricia Arquette, Josh Brolin, Lauren Graham",40.0,6.2,15311.0,https://m.media-amazon.com/images/M/MV5BMTUxOTQ5MTM4NF5BMl5BanBnXkFtZTcwMjM0MTQyMQ@@._V1_SX300.jpg,English,USA,42:25.4,movie
119822,As Good as It Gets,1997,PG-13,"Comedy, Drama, Romance",12/25/1997,James L. Brooks,"Mark Andrus (story), Mark Andrus (screenplay), James L. Brooks (screenplay)","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr.",67.0,7.8,213029.0,https://m.media-amazon.com/images/M/MV5BMTc0Nzc5MDEzN15BMl5BanBnXkFtZTcwMjc2NTEyMQ@@._V1_SX300.jpg,English,USA,29:44.6,movie
119802,Monument Ave.,1998,R,"Crime, Drama, Thriller",9/25/1998,Ted Demme,Mike Armstrong,"Denis Leary, Ian Hart, Jason Barry, Lenny Clarke",71.0,6.7,1305.0,https://m.media-amazon.com/images/M/MV5BMjAyMjYxNDczNV5BMl5BanBnXkFtZTcwNDk0NDYyMQ@@._V1_SX300.jpg,English,"USA, Canada",03:51.3,movie
119843,Oscar and Lucinda,1997,R,"Drama, Romance",12/31/1997,Gillian Armstrong,"Peter Carey (novel), Laura Jones (screenplay)","Ralph Fiennes, Cate Blanchett, Ciaren Hinds, Tom Wilkinson",66.0,6.7,5381.0,https://m.media-amazon.com/images/M/MV5BNDE1NzE1MDEyOV5BMl5BanBnXkFtZTcwMDY3MzcyMQ@@._V1_SX300.jpg,"English, French","USA, Australia, UK",06:30.8,movie
119859,Paradise Road,1997,R,"Drama, History, War",4/11/1997,Bruce Beresford,"David Giles (story), Martin Meader (story), Bruce Beresford, Betty Jeffrey (diaries)","Glenn Close, Frances McDormand, Pauline Collins, Cate Blanchett",48.0,6.8,3980.0,https://m.media-amazon.com/images/M/MV5BMTgzOTA1MzYxM15BMl5BanBnXkFtZTcwMzc5NDIyMQ@@._V1_SX300.jpg,"English, Japanese, Dutch, Malay","Australia, USA",14:14.6,movie
119874,The Peacemaker,1997,R,"Action, Thriller",9/26/1997,Mimi Leder,"Leslie Cockburn (article), Andrew Cockburn (article), Michael Schiffer (screenplay)","George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev",43.0,5.9,44264.0,https://m.media-amazon.com/images/M/MV5BMTc5ODE4NDU5M15BMl5BanBnXkFtZTcwNDg5MDAyMQ@@._V1_SX300.jpg,"English, Russian, Serbian, Bosnian, Croatian",USA,32:37.4,movie
119891,Phantoms,1998,R,"Horror, Sci-Fi, Thriller",1/23/1998,Joe Chappelle,"Dean R. Koontz (novel), Dean R. Koontz (screenplay)","Peter O'Toole, Rose McGowan, Joanna Going, Liev Schreiber",26.0,5.4,15363.0,https://m.media-amazon.com/images/M/MV5BMTMyMzUzNjM1OV5BMl5BanBnXkFtZTYwMjkzMzE5._V1_SX300.jpg,English,"USA, Japan",10:17.3,movie
119896,Picture Perfect,1997,PG-13,"Comedy, Drama, Romance",8/1/1997,Glenn Gordon Caron,"Arleen Sorkin (story), Paul Slansky (story), May Quigley (story), Arleen Sorkin (screenplay), Paul Slansky (screenplay), Glenn Gordon Caron (screenplay)","Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis",44.0,5.5,14918.0,https://m.media-amazon.com/images/M/MV5BMTM3MDQ4NTE2NV5BMl5BanBnXkFtZTcwMzM4MTU1MQ@@._V1_SX300.jpg,English,USA,36:46.6,movie
119925,The Postman,1997,R,"Action, Adventure, Drama",12/25/1997,Kevin Costner,"David Brin (novel), Eric Roth (screenplay), Brian Helgeland (screenplay)","Kevin Costner, Will Patton, Larenz Tate, Olivia Williams",29.0,5.9,52532.0,https://m.media-amazon.com/images/M/MV5BMTAzNzg0OTE5NjheQTJeQWpwZ15BbWU3MDc1MDEwMjE@._V1_SX300.jpg,English,USA,58:25.7,movie
119901,Place Vendeme,1998,R,"Crime, Drama",10/7/1998,Nicole Garcia,"Jacques Fieschi, Nicole Garcia","Catherine Deneuve, Jean-Pierre Bacri, Emmanuelle Seigner, Jacques Dutronc",74.0,6.5,1745.0,https://m.media-amazon.com/images/M/MV5BMTc4NjY3MDAyM15BMl5BanBnXkFtZTYwNzEwOTg5._V1_SX300.jpg,"French, English",France,06:20.2,movie
119951,Private Parts,1997,R,"Biography, Comedy, Drama",3/7/1997,Betty Thomas,"Howard Stern (book), Len Blum (screenplay), Michael Kalesniko (screenplay)","Howard Stern, Robin Quivers, Mary McCormack, Fred Norris",67.0,6.8,27937.0,https://m.media-amazon.com/images/M/MV5BMTgyODc5NDAyNF5BMl5BanBnXkFtZTYwMjQyMzM5._V1_SX300.jpg,English,USA,28:46.2,movie
119937,Prefontaine,1997,PG-13,"Biography, Drama, Romance",1/24/1997,Steve James,"Steve James, Eugene Corr","Jared Leto, R. Lee Ermey, Ed O'Neill, Breckin Meyer",56.0,6.8,5275.0,https://m.media-amazon.com/images/M/MV5BMTk2MzE0NjQ0Nl5BMl5BanBnXkFtZTcwMzUxMjkxMQ@@._V1_SX300.jpg,English,USA,59:43.7,movie
119942,Primary Colors,1998,R,"Comedy, Drama",3/20/1998,Mike Nichols,"Joe Klein (novel), Elaine May (screenplay)","John Travolta, Emma Thompson, Billy Bob Thornton, Kathy Bates",70.0,6.7,23211.0,https://m.media-amazon.com/images/M/MV5BOTE1NTI0MDUwN15BMl5BanBnXkFtZTcwNzk0NTcyMQ@@._V1_SX300.jpg,English,"France, UK, Germany, USA, Japan",32:18.0,movie
