ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
15526,Arthur Godfrey Kilner Brown,M,21.0,183.0,70.0,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,Silver
15526,Arthur Godfrey Kilner Brown,M,21.0,183.0,70.0,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
15527,Graeme Allen Brown,M,25.0,177.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
15527,Graeme Allen Brown,M,25.0,177.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Madison,Gold
15529,"Horace Hallock ""Hal"" Brown",M,22.0,172.0,66.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold
15533,Ian Warwick Brown,M,22.0,184.0,70.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Dinghy,Bronze
15537,Jason Brown,M,19.0,170.0,61.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
15538,Jeremiah Brown,M,26.0,198.0,106.0,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
15540,"Joanne ""Jo"" Brown (-Alchin)",F,24.0,174.0,72.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze
15540,"Joanne ""Jo"" Brown (-Alchin)",F,28.0,174.0,72.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
15546,"Judith Lynne ""Judi"" Brown (-King, -Clarke)",F,23.0,180.0,67.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres Hurdles,Silver
15548,Karen Brown,F,29.0,170.0,56.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Bronze
15552,Kerrith S. Brown,M,22.0,175.0,71.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Lightweight,Bronze
15553,Kiel Brown,M,24.0,172.0,72.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
15554,Kyle Gie Brown,M,29.0,182.0,92.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
15555,"Lawrence Harvey ""Larry"" Brown",M,24.0,178.0,73.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
15556,Lascelles Oneil Brown,M,31.0,182.0,100.0,Canada-1,CAN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,Silver
15556,Lascelles Oneil Brown,M,35.0,182.0,100.0,Canada-1,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,Bronze
15557,Laura Brown,F,29.0,167.0,61.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Bronze
15559,Leroy Taylor Brown,M,22.0,178.0,64.0,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's High Jump,Silver
15563,"Matthew Benjamin ""Matt"" Brown",M,25.0,182.0,93.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
15571,"Philip Andrew ""Phil"" Brown",M,22.0,180.0,73.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
15580,"Ronald James ""Ron"" Brown",M,23.0,180.0,84.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
15584,Shelley-Ann Brown,F,29.0,173.0,75.0,Canada-2,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Women's Two,Silver
15599,Victoria Brown,F,26.0,183.0,76.0,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze
15605,"Elizabeth ""Lisa"" Brown-Miller",F,31.0,155.0,57.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
15606,Stephanie Karenmonica Brown-Trafton,F,28.0,193.0,100.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,Gold
15612,Ian Sterry Browne,M,25.0,185.0,59.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
15623,"Gregory Charles ""Greg"" Browning",M,23.0,179.0,71.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver
15627,Alistair Edward Brownlee,M,24.0,184.0,70.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Triathlon,Triathlon Men's Olympic Distance,Gold
15627,Alistair Edward Brownlee,M,28.0,184.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Gold
15628,"Jonathan Callum ""Jonny"" Brownlee",M,22.0,181.0,70.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Triathlon,Triathlon Men's Olympic Distance,Bronze
15628,"Jonathan Callum ""Jonny"" Brownlee",M,26.0,181.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Silver
15666,"Thomas Edwin ""Tom"" Bruce",M,20.0,183.0,73.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Breaststroke,Silver
15666,"Thomas Edwin ""Tom"" Bruce",M,20.0,183.0,73.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
15667,Wendy Suzanne Bruce (-Martin),F,19.0,155.0,45.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze
15668,Peter Bruch,M,16.0,177.0,65.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
15669,"Bjrn Richard ""Ricky"" Bruch",M,26.0,198.0,140.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,Bronze
15670,Hans-Dieter Brchert,M,23.0,166.0,57.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
15676,Roland Brckner,M,20.0,172.0,65.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Bronze
15676,Roland Brckner,M,24.0,172.0,65.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver
15676,Roland Brckner,M,24.0,172.0,65.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Gold
15676,Roland Brckner,M,24.0,172.0,65.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Horse Vault,Bronze
15676,Roland Brckner,M,24.0,172.0,65.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
15677,Ralf Brudel,M,25.0,192.0,90.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Gold
15677,Ralf Brudel,M,29.0,192.0,90.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Silver
15693,Kurt Brugger,M,24.0,185.0,86.0,Italy-1,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Mixed (Men)'s Doubles,Gold
15697,"Edmund ""Edy"" Bruggmann",M,28.0,178.0,75.0,Switzerland,SUI,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
15704,Ivano Brugnetti,M,27.0,176.0,61.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,Gold
15706,Jacques Marie Stanislas Jean Brugnon,M,28.0,168.0,64.0,France-1,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,Silver
15707,Sergi Bruguera Torner,M,25.0,188.0,75.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Silver
15722,Lyubov Aleksandrovna Bruletova,F,26.0,150.0,48.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Extra-Lightweight,Silver
15730,Valery Nikolayevich Brumel,M,18.0,185.0,79.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,Silver
15730,Valery Nikolayevich Brumel,M,22.0,185.0,79.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,Gold
15738,Jan Brumovsk,M,27.0,169.0,60.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Silver
15743,Kristoffer Brun,M,28.0,175.0,70.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
15750,Frantiek Brna,M,27.0,192.0,86.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,Silver
15751,Roberto Brunamonti,M,21.0,191.0,80.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Silver
15755,Jennifer Lyn Brundage,F,27.0,167.0,74.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
15763,"Michael Lee ""Mike"" Bruner",M,19.0,179.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
15763,"Michael Lee ""Mike"" Bruner",M,19.0,179.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Butterfly,Gold
15765,Caroline Brunet,F,27.0,175.0,70.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
15765,Caroline Brunet,F,31.0,175.0,70.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
15765,Caroline Brunet,F,35.0,175.0,70.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
15770,Manuel Brunet,M,30.0,179.0,79.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
15771,Marie Laure Louise Graldine Brunet,F,21.0,166.0,52.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
15771,Marie Laure Louise Graldine Brunet,F,21.0,166.0,52.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
15775,Roberta Brunet,F,31.0,170.0,58.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 5,000 metres",Bronze
15780,Luis ngel Brunetto,M,22.0,186.0,74.0,Argentina,ARG,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Triple Jump,Silver
15788,Rachele Bruni,F,25.0,170.0,59.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,Silver
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,22.0,190.0,76.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Silver
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,26.0,190.0,76.0,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,30.0,190.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
15807,Karl Bernhard Brunner,M,28.0,173.0,79.0,Italy-1,ITA,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Mixed (Men)'s Doubles,Silver
15816,"Ursula ""Ursel"" Brunner (-Wirth)",F,19.0,165.0,55.0,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
15816,"Ursula ""Ursel"" Brunner (-Wirth)",F,19.0,165.0,55.0,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
15826,Luciano Bruno,M,21.0,175.0,67.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze
15847,Olga Aleksandrovna Brusnikina,F,21.0,169.0,55.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
15847,Olga Aleksandrovna Brusnikina,F,21.0,169.0,55.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
15847,Olga Aleksandrovna Brusnikina,F,25.0,169.0,55.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
15880,"Robert Charles ""Bob"" Bryan",M,30.0,193.0,92.0,United States-1,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,Bronze
15880,"Robert Charles ""Bob"" Bryan",M,34.0,193.0,92.0,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold
15882,"Michael Carl ""Mike"" Bryan",M,30.0,191.0,87.0,United States-1,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,Bronze
15882,"Michael Carl ""Mike"" Bryan",M,34.0,191.0,87.0,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,Bronze
15882,"Michael Carl ""Mike"" Bryan",M,34.0,191.0,87.0,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold
15889,Karina Louise Bryant,F,33.0,185.0,109.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Judo,Judo Women's Heavyweight,Bronze
15890,Kelci Marie Bryant,F,23.0,160.0,61.0,United States,USA,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Silver
15891,Kobe Bean Bryant,M,29.0,198.0,100.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold
15891,Kobe Bean Bryant,M,33.0,198.0,100.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
15896,Rosalyn Evette Bryant (-Clark),F,20.0,165.0,57.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
15907,Arto Kalervo Bryggare,M,26.0,194.0,88.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Bronze
15926,Mira Vasilyevna Bryunina,F,24.0,178.0,74.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
15930,Viktor Arkadiyovych Bryzhin,M,26.0,181.0,79.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
15931,Olha Arkadivna Bryzhina (Vladykina-),F,25.0,171.0,63.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,Gold
15931,Olha Arkadivna Bryzhina (Vladykina-),F,25.0,171.0,63.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
15931,Olha Arkadivna Bryzhina (Vladykina-),F,29.0,171.0,63.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 400 metres,Silver
15931,Olha Arkadivna Bryzhina (Vladykina-),F,29.0,171.0,63.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
15932,Yelyzaveta Viktorivna Bryzhina,F,22.0,173.0,63.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
15936,Jerzy Jzef Brzczek,M,21.0,174.0,72.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver
15947,Ashley Brzozowicz,F,29.0,176.0,75.0,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver
15951,Janusz Pawe Brzozowski,M,25.0,173.0,79.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
15954,Karen Brdsgaard,F,22.0,178.0,71.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
15954,Karen Brdsgaard,F,26.0,178.0,71.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
15961,Kjersti stgrd Buaas,F,24.0,161.0,57.0,Norway,NOR,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Halfpipe,Bronze
15967,Joshua Buatsi,M,23.0,185.0,81.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze
15975,"Serhiy Nazarovych ""Sergey"" Bubka",M,24.0,183.0,80.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,Gold
15977,Ji Bubla,M,26.0,175.0,89.0,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
15982,Vlastimil Bubnk,M,32.0,178.0,72.0,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
16004,William Carl Buchan,M,27.0,195.0,89.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
16005,"William Earl Buchan, Sr.",M,49.0,190.0,95.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,Gold
16009,Glenn Robert Buchanan,M,21.0,180.0,77.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,Bronze
16009,Glenn Robert Buchanan,M,21.0,180.0,77.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
16013,Kadeisha Buchanan,F,20.0,170.0,65.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
16016,Sharon Lee Buchanan-Patmore,F,25.0,168.0,58.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
16046,Michael Buchheim,M,22.0,176.0,74.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Skeet,Bronze
16055,Matthijs Bchli,M,23.0,188.0,90.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,Silver
16059,"Joachim ""Jochen"" Bchner",M,23.0,176.0,74.0,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,Bronze
16062,Ralf Bchner,M,21.0,163.0,56.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
16076,Craig Werner Buck,M,25.0,203.0,93.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold
16076,Craig Werner Buck,M,30.0,203.0,93.0,United States,USA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Gold
16088,"Gregory Fenton ""Greg"" Buckingham",M,23.0,191.0,84.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Individual Medley,Silver
16109,William Quinn Buckner,M,21.0,190.0,92.0,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
16118,Florica Bucur (-Szilagh),F,21.0,175.0,76.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
16133,Tams Buday,M,24.0,190.0,85.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
16133,Tams Buday,M,24.0,190.0,85.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
16138,"Harold Boyce Budd, Jr.",M,25.0,191.0,93.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Gold
16149,Richard Gordon McBride Budgett,M,25.0,200.0,100.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold
16152,Alexander Alan Budikusuma Wiratama,M,24.0,178.0,71.0,Indonesia,INA,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Men's Singles,Gold
16155,Hugo Budinger,M,29.0,180.0,76.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Bronze
16158,Aleksandr Fyodorovich Budnikov,M,24.0,173.0,78.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Silver
16159,Boris Fyodorovich Budnikov,M,38.0,172.0,74.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Silver
16162,Aleksei Budlin,M,24.0,177.0,81.0,Estonia,EST,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Middleweight,Bronze
16169,Henryk Budziski,M,27.0,168.0,68.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,Bronze
16173,Rachel Marie Buehler (-Van Hollebeke),F,22.0,165.0,65.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
16173,Rachel Marie Buehler (-Van Hollebeke),F,26.0,165.0,65.0,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
16188,Valeria Bufanu-tefnescu,F,25.0,170.0,60.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres Hurdles,Silver
16195,Pierre Andr Buffire,M,25.0,185.0,85.0,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver
16199,Tonja Yvette Buford-Bailey,F,25.0,176.0,62.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres Hurdles,Bronze
16204,Ivans Bugajenkovs,M,26.0,182.0,82.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Gold
16204,Ivans Bugajenkovs,M,30.0,182.0,82.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold
16209,Imrich Bugr,M,25.0,196.0,120.0,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,Silver
16216,"Regina E. ""Gina"" Buggy",F,24.0,157.0,51.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Bronze
16240,"Anton ""Toni"" Bhler",M,38.0,177.0,75.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Bronze
16240,"Anton ""Toni"" Bhler",M,38.0,177.0,75.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
16275,gota Bujdos,F,33.0,174.0,73.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Bronze
16277,Imre Bujdos,M,29.0,171.0,73.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Gold
16277,Imre Bujdos,M,33.0,171.0,73.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Silver
16291,Heinz Bker,M,23.0,179.0,84.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
16294,Nikolay Petkov Bukhalov,M,21.0,187.0,93.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
16294,Nikolay Petkov Bukhalov,M,25.0,187.0,93.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
16294,Nikolay Petkov Bukhalov,M,25.0,187.0,93.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
16298,Galina Petrovna Bukharina,F,23.0,156.0,51.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
16299,Luka Buki,M,22.0,195.0,90.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
16300,Perica Buki,M,18.0,198.0,85.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
16300,Perica Buki,M,22.0,198.0,85.0,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Gold
16300,Perica Buki,M,30.0,198.0,85.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Silver
16301,Andrey Anatolyevich Bukin,M,26.0,185.0,63.0,Soviet Union-1,URS,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
16301,Andrey Anatolyevich Bukin,M,30.0,185.0,63.0,Soviet Union-1,URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
16302,Yekaterina Borisovna Bukina,F,29.0,174.0,75.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze
16305,Brigita Bukovec,F,26.0,168.0,55.0,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,Silver
16325,Valeriu Bularc,M,33.0,174.0,73.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
16330,Anela Bulatovi,F,25.0,175.0,67.0,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
16332,Katarina Bulatovi,F,27.0,186.0,71.0,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
